Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[137]    0.0    0.00    0.00     558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::construct<std::pair<char const, int>, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::pair<char const, int>*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [137]
                0.00    0.00     558/5580        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [95]
                0.00    0.00     558/5580        std::tuple<char const&>&& std::forward<std::tuple<char const&> >(std::remove_reference<std::tuple<char const&> >::type&) [97]
                0.00    0.00     558/1116        std::tuple<char const&>::tuple(std::tuple<char const&>&&) [120]
                0.00    0.00     558/5580        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [96]
                0.00    0.00     558/2232        operator new(unsigned long, void*) [115]
                0.00    0.00     558/558         std::pair<char const, int>::pair<char const&>(std::piecewise_construct_t, std::tuple<char const&>, std::tuple<>) [157]
-----------------------------------------------
                0.00    0.00     558/558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::allocate(unsigned long, void const*) [132]
[138]    0.0    0.00    0.00     558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::max_size() const [138]
-----------------------------------------------
                0.00    0.00     558/558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::allocate(unsigned long, void const*) [136]
[139]    0.0    0.00    0.00     558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::max_size() const [139]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<char const, int> >, char const&) [44]
[140]    0.0    0.00    0.00     558         std::_Rb_tree_const_iterator<std::pair<char const, int> >::_M_const_cast() const [140]
                0.00    0.00     558/2098320     std::_Rb_tree_iterator<std::pair<char const, int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [77]
-----------------------------------------------
                0.00    0.00     558/558         serial::createAndBuildMinHeap(std::vector<char, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [200]
[141]    0.0    0.00    0.00     558         std::vector<char, std::allocator<char> >::operator[](unsigned long) const [141]
-----------------------------------------------
                0.00    0.00     558/558         serial::createAndBuildMinHeap(std::vector<char, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [200]
[142]    0.0    0.00    0.00     558         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [142]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [162]
[143]    0.0    0.00    0.00     558         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long) [143]
                0.00    0.00     558/558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::deallocate(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long) [130]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [165]
[144]    0.0    0.00    0.00     558         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::destroy<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [144]
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [131]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_node() [161]
[145]    0.0    0.00    0.00     558         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, unsigned long) [145]
                0.00    0.00     558/558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::allocate(unsigned long, void const*) [132]
-----------------------------------------------
                0.00    0.00     558/558         void std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [166]
[146]    0.0    0.00    0.00     558         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::construct<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [146]
                0.00    0.00     558/5580        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [96]
                0.00    0.00     558/5580        std::tuple<char const&>&& std::forward<std::tuple<char const&> >(std::remove_reference<std::tuple<char const&> >::type&) [97]
                0.00    0.00     558/5580        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [95]
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [133]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<char const, int> >*) [168]
[147]    0.0    0.00    0.00     558         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >&, std::_Rb_tree_node<std::pair<char const, int> >*, unsigned long) [147]
                0.00    0.00     558/558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::deallocate(std::_Rb_tree_node<std::pair<char const, int> >*, unsigned long) [134]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<char const, int> >*) [171]
[148]    0.0    0.00    0.00     558         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, int> > > >::destroy<std::pair<char const, int> >(std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >&, std::pair<char const, int>*) [148]
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::destroy<std::pair<char const, int> >(std::pair<char const, int>*) [135]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_get_node() [167]
[149]    0.0    0.00    0.00     558         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >&, unsigned long) [149]
                0.00    0.00     558/558         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::allocate(unsigned long, void const*) [136]
-----------------------------------------------
                0.00    0.00     558/558         void std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, int> >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [172]
[150]    0.0    0.00    0.00     558         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, int> > > >::construct<std::pair<char const, int>, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >&, std::pair<char const, int>*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [150]
                0.00    0.00     558/5580        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [96]
                0.00    0.00     558/5580        std::tuple<char const&>&& std::forward<std::tuple<char const&> >(std::remove_reference<std::tuple<char const&> >::type&) [97]
                0.00    0.00     558/5580        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [95]
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::construct<std::pair<char const, int>, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::pair<char const, int>*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [137]
-----------------------------------------------
                0.00    0.00     558/558         serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[151]    0.0    0.00    0.00     558         std::_Rb_tree_iterator<std::pair<char const, int> >::operator++() [151]
-----------------------------------------------
                0.00    0.00     558/558         std::map<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator[](char const&) [5]
[152]    0.0    0.00    0.00     558         std::_Rb_tree_const_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [152]
-----------------------------------------------
                0.00    0.00     558/558         std::map<char, int, std::less<char>, std::allocator<std::pair<char const, int> > >::operator[](char const&) [4]
[153]    0.0    0.00    0.00     558         std::_Rb_tree_const_iterator<std::pair<char const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<char const, int> > const&) [153]
-----------------------------------------------
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [133]
[154]    0.0    0.00    0.00     558         std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<char const&>(std::piecewise_construct_t, std::tuple<char const&>, std::tuple<>) [154]
                0.00    0.00     558/558         std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<char const&, 0ul>(std::tuple<char const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [155]
-----------------------------------------------
                0.00    0.00     558/558         std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<char const&>(std::piecewise_construct_t, std::tuple<char const&>, std::tuple<>) [154]
[155]    0.0    0.00    0.00     558         std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair<char const&, 0ul>(std::tuple<char const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [155]
                0.00    0.00     558/2232        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [114]
                0.00    0.00     558/1116        std::tuple_element<0ul, std::tuple<char const&> >::type& std::get<0ul, char const&>(std::tuple<char const&>&) [123]
-----------------------------------------------
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*) [131]
[156]    0.0    0.00    0.00     558         std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~pair() [156]
-----------------------------------------------
                0.00    0.00     558/558         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::construct<std::pair<char const, int>, std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::pair<char const, int>*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [137]
[157]    0.0    0.00    0.00     558         std::pair<char const, int>::pair<char const&>(std::piecewise_construct_t, std::tuple<char const&>, std::tuple<>) [157]
                0.00    0.00     558/558         std::pair<char const, int>::pair<char const&, 0ul>(std::tuple<char const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [158]
-----------------------------------------------
                0.00    0.00     558/558         std::pair<char const, int>::pair<char const&>(std::piecewise_construct_t, std::tuple<char const&>, std::tuple<>) [157]
[158]    0.0    0.00    0.00     558         std::pair<char const, int>::pair<char const&, 0ul>(std::tuple<char const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [158]
                0.00    0.00     558/1116        std::tuple_element<0ul, std::tuple<char const&> >::type& std::get<0ul, char const&>(std::tuple<char const&>&) [123]
                0.00    0.00     558/2232        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [114]
-----------------------------------------------
                0.00    0.00     558/558         serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[159]    0.0    0.00    0.00     558         std::vector<char, std::allocator<char> >::operator[](unsigned long) [159]
-----------------------------------------------
                0.00    0.00     558/558         serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[160]    0.0    0.00    0.00     558         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [160]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [164]
[161]    0.0    0.00    0.00     558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_node() [161]
                0.00    0.00     558/558         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, unsigned long) [145]
                0.00    0.00     558/2232        std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_Node_allocator() [112]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_drop_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [163]
[162]    0.0    0.00    0.00     558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [162]
                0.00    0.00     558/2232        std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_Node_allocator() [112]
                0.00    0.00     558/558         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long) [143]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [55]
[163]    0.0    0.00    0.00     558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_drop_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [163]
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [165]
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [162]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [42]
[164]    0.0    0.00    0.00     558         std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [164]
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_node() [161]
                0.00    0.00     558/5580        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [96]
                0.00    0.00     558/5580        std::tuple<char const&>&& std::forward<std::tuple<char const&> >(std::remove_reference<std::tuple<char const&> >::type&) [97]
                0.00    0.00     558/5580        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [95]
                0.00    0.00     558/558         void std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<char const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::piecewise_construct_t const&, std::tuple<char const&>&&, std::tuple<>&&) [166]
-----------------------------------------------
                0.00    0.00     558/558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_drop_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [163]
[165]    0.0    0.00    0.00     558         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [165]
                0.00    0.00     558/2099292     std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_valptr() [73]
                0.00    0.00     558/2232        std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_Node_allocator() [112]
